variante,ciclo,endereco,endereco_norm
demo_matriz,703,137422176961,17177636944
demo_matriz,704,137422176962,17177636944
demo_matriz,705,137422176963,17177636944
demo_matriz,706,137422176964,17177636944
demo_matriz,707,137422176965,17177636944
demo_matriz,708,137422176966,17177636944
demo_matriz,709,137422176967,17177636944
demo_matriz,710,137422176968,17177636945
demo_matriz,711,137422176969,17177636945
demo_matriz,712,137422176970,17177636945
demo_matriz,713,137422176971,17177636945
demo_matriz,714,137422176972,17177636945
demo_matriz,715,137422176973,17177636945
demo_matriz,716,137422176974,17177636945
demo_matriz,717,137422176975,17177636945
demo_matriz,718,137422176976,17177636946
demo_matriz,719,137422176977,17177636946
demo_matriz,720,137422176978,17177636946
demo_matriz,721,137422176979,17177636946
demo_matriz,722,137422176980,17177636946
demo_matriz,723,137422176981,17177636946
demo_matriz,724,137422176960,17177636944
demo_matriz,725,67331240,8281229
demo_matriz,726,67331241,8281229
demo_matriz,727,67331376,8281246
demo_matriz,728,67331377,8281246
demo_matriz,729,137422176960,17177636944
demo_matriz,730,67331512,8281263
demo_matriz,731,67331513,8281263
demo_matriz,732,67331648,8281280
demo_matriz,733,67331649,8281280
demo_matriz,734,67331784,8281297
demo_matriz,735,67331785,8281297
demo_matriz,736,67331920,8281314
demo_matriz,737,67331921,8281314
demo_matriz,738,67332056,8281331
demo_matriz,739,67332057,8281331
demo_matriz,740,67332192,8281348
demo_matriz,741,67332193,8281348
demo_matriz,742,67332328,8281365
demo_matriz,743,67332329,8281365
demo_matriz,744,67332464,8281382
demo_matriz,745,67332465,8281382
demo_matriz,746,67332600,8281399
demo_matriz,747,67332601,8281399
demo_matriz,748,67332736,8281416
demo_matriz,749,67332737,8281416
demo_matriz,750,67332872,8281433
demo_matriz,751,67332873,8281433
demo_matriz,752,137422176960,17177636944
demo_matriz,753,67333008,8281450
demo_matriz,754,67333009,8281450
demo_matriz,755,137422176960,17177636944
demo_matriz,756,67333144,8281467
demo_matriz,757,67333145,8281467
demo_matriz,758,137422176960,17177636944
demo_matriz,759,67333280,8281484
demo_matriz,760,67333281,8281484
demo_matriz,761,67333416,8281501
demo_matriz,762,67333417,8281501
demo_matriz,763,67333552,8281518
demo_matriz,764,67333553,8281518
demo_matriz,765,67333688,8281535
demo_matriz,766,67333689,8281535
demo_matriz,767,67333824,8281552
demo_matriz,768,67333825,8281552
demo_matriz,769,137422176960,17177636944
demo_matriz,770,67333960,8281569
demo_matriz,771,67333961,8281569
demo_matriz,772,67334096,8281586
demo_matriz,773,67334097,8281586
demo_matriz,774,67334232,8281603
demo_matriz,775,67334233,8281603
demo_matriz,776,67334368,8281620
demo_matriz,777,67334369,8281620
demo_matriz,778,137422176960,17177636944
demo_matriz,779,67334504,8281637
demo_matriz,780,67334505,8281637
